id,title,artist,genre,region,mood,energy,tempo_bpm,valence,danceability,acousticness
539,Something About Us,Daft Punk,electronic,europe,moody,0.475,100.0,0.384,0.875,0.44
540,Titanium (feat. Sia),David Guetta,electronic,europe,intense,0.788,126.1,0.301,0.604,0.068
541,Alguien,Rosalia,flamenco pop,europe,chill,0.378,120.6,0.558,0.444,0.96
542,Engel,Rammstein,metal,europe,intense,0.658,96.1,0.328,0.638,0.009
543,Metropolis - 2009 Remaster,Kraftwerk,electronic,europe,intense,0.795,122.7,0.49,0.564,0.001
544,Thank You For The Music,ABBA,pop,europe,moody,0.417,201.1,0.373,0.283,0.835
545,Wood,Taylor Swift,pop,north america,happy,0.686,99.9,0.765,0.798,0.228
546,I Can't Wait To Get There,The Weeknd,synthpop,north america,moody,0.436,146.1,0.122,0.65,0.538
547,It Will Rain,Bruno Mars,funk,north america,intense,0.835,150.0,0.468,0.572,0.337
548,SKINNY,Billie Eilish,pop,north america,moody,0.252,70.0,0.04,0.251,0.693
549,River,Olivia Rodrigo,pop rock,north america,moody,0.235,67.9,0.279,0.453,0.933
550,reincarnated,Kendrick Lamar,hip hop,north america,happy,0.779,91.1,0.748,0.846,0.053
551,Way 2 Sexy (with Future & Young Thug),Drake,hip hop,north america,chill,0.597,136.0,0.331,0.803,0.001
552,Love Galore (feat. Travis Scott),SZA,r&b,north america,chill,0.594,135.0,0.409,0.795,0.112
553,Lost,Frank Ocean,r&b,north america,intense,0.603,123.1,0.497,0.913,0.027
554,Skeletons,Stevie Wonder,soul,north america,relaxed,0.34,99.8,0.665,0.822,0.005
555,Another Night,Aretha Franklin,soul,north america,happy,0.678,120.7,0.728,0.673,0.137
556,Sunday Morning Coming Down - 1988 Version,Johnny Cash,country,north america,relaxed,0.454,170.9,0.688,0.569,0.099
557,Circle Of Love,Dolly Parton,country,north america,moody,0.315,169.8,0.252,0.325,0.64
558,"Pfrancing (feat. Hank Mobley, Wynton Kelly, Paul Chambers & Jimmy Cobb)",Miles Davis,jazz,north america,chill,0.383,137.5,0.564,0.577,0.762
559,Impressions - Take 1,John Coltrane,jazz,north america,relaxed,0.531,80.6,0.686,0.326,0.181
560,School,Nirvana,rock,north america,intense,0.943,164.8,0.13,0.21,0.0
561,Screaming Suicide,Metallica,metal,north america,intense,0.972,101.1,0.282,0.425,0.0
562,Piece Of Heaven,Tame Impala,psych rock,oceania,intense,0.605,102.0,0.127,0.579,0.266
563,Candy Cane Lane,Sia,pop,oceania,intense,0.91,130.0,0.393,0.591,0.004
564,For Those About to Rock (We Salute You),AC/DC,rock,oceania,intense,0.919,134.0,0.471,0.37,0.0
565,I Love It,Kylie Minogue,pop,oceania,happy,0.85,119.9,0.665,0.573,0.001
566,Insane,Flume,electronic,oceania,chill,0.535,94.0,0.049,0.487,0.051
567,Homemade Dynamite,Lorde,art pop,oceania,moody,0.431,107.0,0.268,0.771,0.287
568,Don’t Forget Your Roots,SIX60,pop,oceania,chill,0.541,146.0,0.423,0.633,0.001
569,I AM - From the Ava DuVernay feature film 'Origin',Stan Walker,r&b,oceania,chill,0.543,124.0,0.128,0.406,0.012
570,Moyo,Diamond Platnumz,bongo,east africa,happy,0.812,100.0,0.72,0.58,0.546
571,Nitaubeba,Harmonize,bongo,east africa,intense,0.77,113.5,0.382,0.509,0.104
572,Down,Rayvanny,bongo,east africa,relaxed,0.542,194.0,0.889,0.799,0.227
573,Macmuga,Alikiba,bongo,east africa,happy,0.804,173.0,0.657,0.562,0.015
574,Siji (feat. Toss),Zuchu,bongo,east africa,intense,0.785,113.0,0.399,0.879,0.091
575,Ololo,Mbosso,bongo,east africa,happy,0.87,176.0,0.743,0.632,0.137
576,Raha,Nandy,bongo,east africa,happy,0.702,179.9,0.653,0.691,0.106
577,No One,Marioo,bongo,east africa,intense,0.672,117.9,0.54,0.789,0.212
578,Si Mimi,Jux,bongo,east africa,happy,0.853,97.0,0.648,0.732,0.384
579,Still the one,Sauti Sol,afropop,east africa,intense,0.704,92.0,0.26,0.644,0.12
580,Jitu,Nyashinski,afropop,east africa,intense,0.734,120.1,0.591,0.691,0.357
581,Chaguo la Moyo (feat. Sanaipei),Otile Brown,afropop,east africa,chill,0.538,161.9,0.504,0.462,0.169
582,Reset Rewind,Bien,afropop,east africa,moody,0.479,167.9,0.355,0.351,0.228
583,Kitenge,Nviiri The Storyteller,afropop,east africa,relaxed,0.56,159.9,0.768,0.538,0.712
584,Yego,Khaligraph Jones,hip hop,east africa,moody,0.472,139.1,0.275,0.809,0.342
585,Na Na Na,Willy Paul,afropop,east africa,intense,0.688,91.7,0.343,0.693,0.028
586,Balippila Boda,Eddy Kenzo,afropop,east africa,happy,0.835,99.1,0.857,0.888,0.418
587,Go Down Low,Sheebah Karungi,afropop,east africa,happy,0.98,115.0,0.922,0.74,0.41
588,Gumikiriza,Bebe Cool,afropop,east africa,happy,0.822,168.0,0.784,0.71,0.128
589,Lemin Yehon,Teddy Afro,ethio pop,east africa,relaxed,0.416,88.0,0.887,0.637,0.007
590,Ayzoh,Aster Aweke,ethio pop,east africa,relaxed,0.509,127.5,0.637,0.781,0.681
591,Fikratchin with Menelik Wossenatchew,Mulatu Astatke,ethio jazz,east africa,relaxed,0.115,75.2,0.643,0.637,0.935
592,"Tested, Approved & Trusted",Burna Boy,afrobeats,west africa,relaxed,0.482,93.0,0.647,0.821,0.161
593,Balance,Wizkid,afrobeats,west africa,relaxed,0.557,100.1,0.878,0.848,0.111
594,If,Davido,afrobeats,west africa,happy,0.661,105.0,0.926,0.951,0.397
595,Dumebi,Rema,afrobeats,west africa,happy,0.657,110.0,0.734,0.923,0.199
596,Active,Asake,afrobeats,west africa,intense,0.64,113.0,0.535,0.869,0.011
597,Rush,Ayra Starr,afrobeats,west africa,chill,0.503,100.0,0.381,0.792,0.037
598,Higher,Tems,afrobeats,west africa,chill,0.581,103.0,0.528,0.609,0.509
599,Peru,Fireboy DML,afrobeats,west africa,relaxed,0.415,108.0,0.631,0.951,0.574
600,reason,Omah Lay,afrobeats,west africa,happy,0.693,108.0,0.869,0.753,0.373
601,Pick Up,Tiwa Savage,afrobeats,west africa,happy,0.677,147.9,0.813,0.588,0.493
602,samson and delilah (feat. Mayra Andrade),CKay,afrobeats,west africa,chill,0.473,199.8,0.534,0.723,0.733
603,Hey Father,Joeboy,afrobeats,west africa,intense,0.628,143.9,0.378,0.46,0.191
604,Keys to Your Heart,Yemi Alade,afropop,west africa,happy,0.664,115.0,0.715,0.865,0.101
605,Sample You - Remix,Mr Eazi,afrobeats,west africa,happy,0.805,105.5,0.701,0.909,0.053
606,เพลงเพราะ...เพราะเธอ,Flavour,highlife,west africa,moody,0.367,135.8,0.299,0.56,0.75
607,Chop My Money - Remix,P-Square,afropop,west africa,happy,0.812,127.0,0.892,0.812,0.088
608,Sorrow Tears and Blood,Fela Kuti,afrobeat,west africa,happy,0.803,101.2,0.83,0.822,0.152
609,Better Days (feat. BNXN fka Buju),Sarkodie,hip hop,west africa,intense,0.767,102.6,0.338,0.765,0.069
610,"Rolls Royce, Pt. 2",Shatta Wale,dancehall,west africa,happy,0.787,100.4,0.663,0.659,0.164
611,Life & Money - Remix,Stonebwoy,dancehall,west africa,intense,0.78,133.2,0.392,0.612,0.626
612,Eye Open,Black Sherif,afrobeats,west africa,happy,0.74,114.0,0.642,0.863,0.026
613,Co-Star,Amaarae,alte,west africa,intense,0.805,131.0,0.197,0.765,0.087
614,Wiri - wiri,Youssou N'Dour,mbalax,west africa,moody,0.46,83.0,0.257,0.652,0.25
615,Madan - Remix,Salif Keita,mande,west africa,happy,0.846,128.0,0.961,0.77,0.008
616,Salala,Angelique Kidjo,afropop,west africa,happy,0.692,154.2,0.637,0.559,0.452
617,Le Chant Des Fauves,Tinariwen,desert blues,west africa,chill,0.396,93.2,0.49,0.533,0.54
618,Bloqué,Fally Ipupa,rumba,central africa,happy,0.776,171.0,0.961,0.766,0.366
619,Effervescent,Koffi Olomide,rumba,central africa,chill,0.575,131.1,0.514,0.649,0.337
620,Maria Valencia - Live,Papa Wemba,rumba,central africa,happy,0.618,94.9,0.961,0.598,0.054
621,Chantier,Innoss'B,rumba,central africa,happy,0.685,120.0,0.799,0.838,0.515
622,Song for the Suspect,FRANCO,rumba,central africa,intense,0.888,84.8,0.586,0.485,0.001
623,Waya Waya (feat. Team Mosha),Master KG,amapiano,southern africa,happy,0.872,125.0,0.964,0.871,0.025
624,Nana Thula (feat. Njelic),Kabza De Small,amapiano,southern africa,chill,0.516,114.0,0.597,0.766,0.002
625,uMthande,DJ Maphorisa,amapiano,southern africa,intense,0.785,112.0,0.217,0.751,0.001
626,Wave Ke Wave (feat. Shakes & Les & Uncool MC),Focalistic,amapiano,southern africa,relaxed,0.577,113.0,0.654,0.875,0.135
627,ART,Tyla,amapiano,southern africa,relaxed,0.587,116.2,0.714,0.716,0.085
628,Kadigong - Remix,Sho Madjozi,gqom,southern africa,intense,0.852,112.0,0.569,0.779,0.042
629,Jack,Nasty C,hip hop,southern africa,relaxed,0.532,125.0,0.644,0.849,0.242
630,Ode to Ancestors,Black Coffee,house,southern africa,intense,0.856,120.0,0.213,0.703,0.042
631,King of Kings,Ladysmith Black Mambazo,isicathamiya,southern africa,chill,0.297,81.5,0.483,0.545,0.897
632,Lindelani,Miriam Makeba,afropop,southern africa,relaxed,0.427,137.9,0.636,0.698,0.607
633,Umthwalo,Zahara,afro soul,southern africa,chill,0.594,137.9,0.264,0.546,0.156
634,Mate'laash,Amr Diab,arabic pop,north africa & middle east,happy,0.862,125.4,0.744,0.695,0.23
635,Hassa Beek,Nancy Ajram,arabic pop,north africa & middle east,intense,0.703,83.7,0.379,0.465,0.506
636,كرهني,Elissa,arabic pop,north africa & middle east,chill,0.556,149.8,0.517,0.561,0.571
637,هو ده بقى!!؟,Tamer Hosny,arabic pop,north africa & middle east,intense,0.719,120.0,0.366,0.813,0.185
638,Mal Hbibi,Saad Lamjarred,arabic pop,north africa & middle east,happy,0.767,109.9,0.763,0.814,0.039
639,Wahdon,Fairuz,arabic classical,north africa & middle east,moody,0.415,113.9,0.198,0.319,0.686
640,Enta Omry,Umm Kulthum,arabic classical,north africa & middle east,chill,0.451,118.1,0.408,0.413,0.9
641,Si Tu Te Vas,Khaled,rai,north africa & middle east,chill,0.489,99.0,0.589,0.88,0.465
642,Mabda2 Kolo Btaman,Wegz,hip hop,north africa & middle east,moody,0.48,110.0,0.07,0.821,0.367
643,Thabet,Mohamed Ramadan,arabic pop,north africa & middle east,intense,0.898,120.0,0.447,0.848,0.045
644,Dudu,Tarkan,turkish pop,north africa & middle east,happy,0.864,91.0,0.92,0.707,0.029
645,Seni Kimler Aldı,Sezen Aksu,turkish pop,north africa & middle east,moody,0.365,92.9,0.163,0.275,0.773
646,Una Velita,Bad Bunny,reggaeton,latin america,intense,0.828,113.8,0.133,0.575,0.724
647,Sigue,J Balvin,reggaeton,latin america,intense,0.641,88.0,0.588,0.889,0.051
648,Tusa,KAROL G,reggaeton,latin america,happy,0.701,100.9,0.607,0.799,0.309
649,Eva Longoria,Ozuna,reggaeton,latin america,intense,0.676,196.1,0.566,0.615,0.163
650,Madrid (feat. Myke Towers),Maluma,reggaeton,latin america,happy,0.741,170.1,0.802,0.764,0.239
651,Loba,Shakira,latin pop,latin america,happy,0.706,122.0,0.778,0.853,0.403
652,Usted,Luis Miguel,latin pop,latin america,chill,0.452,165.4,0.474,0.493,0.491
653,Es Tarde,Juanes,latin rock,latin america,happy,0.785,97.0,0.735,0.787,0.144
654,Signos - Remasterizado 2007,Soda Stereo,latin rock,latin america,intense,0.647,125.0,0.492,0.633,0.402
655,Piensa en Mí (with Vicentico),Natalia Lafourcade,latin folk,latin america,chill,0.259,97.0,0.454,0.625,0.867
656,PRC,Peso Pluma,regional mexican,latin america,happy,0.826,138.1,0.893,0.784,0.097
657,¿Qué Te Parece?,Grupo Frontera,regional mexican,latin america,happy,0.859,174.0,0.692,0.616,0.153
658,Bailar Contigo,Carlos Vives,vallenato,latin america,intense,0.843,100.0,0.411,0.576,0.016
659,Decisiones (Live),Ruben Blades,salsa,latin america,intense,0.726,95.7,0.518,0.684,0.798
660,Valió la Pena - Salsa Version,Marc Anthony,salsa,latin america,happy,0.704,98.4,0.846,0.521,0.332
661,Salsipuedes,Celia Cruz,salsa,latin america,happy,0.869,95.0,0.966,0.815,0.347
662,Eu Vou Ficar,Anitta,brazilian funk,latin america,intense,0.629,126.0,0.539,0.797,0.006
663,Elegia - Remixed Original Album,Caetano Veloso,mpb,latin america,relaxed,0.329,127.8,0.71,0.859,0.739
664,ESTRELA,Gilberto Gil,mpb,latin america,moody,0.273,108.1,0.277,0.703,0.832
665,Cinco Minutos (5 Minutos),Jorge Ben Jor,samba,latin america,relaxed,0.526,170.9,0.924,0.455,0.76
666,Kaya,Bob Marley,reggae,caribbean,relaxed,0.361,105.2,0.762,0.866,0.51
667,Jordan River,Burning Spear,reggae,caribbean,relaxed,0.53,151.6,0.882,0.714,0.121
668,Likes,Chronixx,reggae,caribbean,happy,0.73,92.0,0.91,0.798,0.16
669,스쳐 지나가다,Koffee,reggae,caribbean,chill,0.532,95.9,0.419,0.497,0.563
670,Is It Worth It? (Gunman World),Damian Marley,reggae,caribbean,happy,0.725,83.5,0.813,0.774,0.086
671,Hold My Hand (feat. Keri Hilson),Sean Paul,dancehall,caribbean,intense,0.645,174.0,0.357,0.678,0.158
672,Bonafide Love (feat. Wayne Wonder),Buju Banton,dancehall,caribbean,happy,0.746,84.5,0.622,0.657,0.111
673,Lighter (with Tarrus Riley & Rvssian),Shenseea,dancehall,caribbean,intense,0.682,177.8,0.208,0.521,0.162
674,Dr. Mashup,Machel Montano,soca,caribbean,intense,0.782,132.0,0.351,0.854,0.005
675,Banga,Kes,soca,caribbean,intense,0.732,104.1,0.519,0.752,0.308
676,Aami Tomar Kache,Arijit Singh,bollywood,south asia,happy,0.868,110.0,0.616,0.604,0.259
677,"Puvvalaku Rangeyala (From ""Joru"")",Shreya Ghoshal,bollywood,south asia,intense,0.771,179.9,0.317,0.579,0.664
678,Maattram Ondrudhaan Maaraadhadhu,A.R. Rahman,bollywood,south asia,happy,0.819,160.1,0.677,0.633,0.115
679,"Agar Mujhse Mohabbat Hai Mujhe Apne (From ""Aap Ki Parchhaiyan"")",Lata Mangeshkar,bollywood,south asia,chill,0.289,127.3,0.437,0.501,0.973
680,"Tum Par Hum Hai Atke (From ""Pagalpanti"")",Neha Kakkar,bollywood,south asia,happy,0.95,130.0,0.882,0.765,0.441
681,"Chikitu (From ""Coolie"") (Telugu)",Anirudh Ravichander,tamil pop,south asia,intense,0.773,148.0,0.383,0.632,0.008
682,"En Iniya Thanimaye - From ""Teddy""",Sid Sriram,tamil pop,south asia,intense,0.746,169.9,0.497,0.478,0.091
683,Shivaya,Diljit Dosanjh,punjabi,south asia,moody,0.304,78.7,0.066,0.277,0.914
684,These Days (feat. Bohemia),Sidhu Moose Wala,punjabi,south asia,happy,0.748,155.9,0.694,0.73,0.094
685,Dil Nu,AP Dhillon,punjabi,south asia,happy,0.655,118.0,0.925,0.811,0.095
686,Tera Hone Laga Hoon,Atif Aslam,pakistani pop,south asia,intense,0.771,120.0,0.551,0.686,0.545
687,Sukh Mahi Naal Le Gaya,Nusrat Fateh Ali Khan,qawwali,south asia,happy,0.638,170.0,0.631,0.325,0.315
688,Dadra,Ravi Shankar,hindustani,south asia,relaxed,0.571,149.8,0.758,0.539,0.403
689,Life Goes On - Live,BTS,k-pop,east asia,intense,0.715,81.0,0.21,0.476,0.071
690,BOOMBAYAH,BLACKPINK,k-pop,east asia,intense,0.836,125.0,0.396,0.661,0.003
691,So Good (Hyunjin),Stray Kids,k-pop,east asia,intense,0.886,94.0,0.493,0.772,0.121
692,Ditto,NewJeans,k-pop,east asia,intense,0.641,133.9,0.183,0.814,0.027
693,Likey,TWICE,k-pop,east asia,intense,0.903,132.0,0.443,0.723,0.413
694,Jaga Slalu Hatimu,Seventeen,k-pop,east asia,intense,0.659,135.0,0.255,0.465,0.514
695,夜曲,Jay Chou,mandopop,east asia,intense,0.645,87.0,0.569,0.672,0.274
696,Tokinonagarenimiwomakase,Teresa Teng,mandopop,east asia,moody,0.487,143.8,0.321,0.573,0.754
697,江南,JJ Lin,mandopop,east asia,chill,0.517,120.0,0.404,0.621,0.75
698,KICK BACK,Kenshi Yonezu,j-pop,east asia,intense,0.941,101.9,0.292,0.577,0.002
699,群青,YOASOBI,j-pop,east asia,happy,0.853,135.0,0.707,0.725,0.305
700,Feelin’ Go(o)d,Fujii Kaze,j-pop,east asia,intense,0.763,105.1,0.35,0.604,0.037
701,Kon! Kon! (feat. Bloodywood),BABYMETAL,j-metal,east asia,intense,0.987,107.0,0.188,0.557,0.002
702,BALI,Rich Brian,hip hop,southeast asia,happy,0.644,130.0,0.65,0.854,0.011
703,Did You Like Her In The Morning?,NIKI,indie pop,southeast asia,moody,0.123,77.5,0.362,0.42,0.904
704,Diri,Tulus,indo pop,southeast asia,chill,0.289,96.1,0.485,0.576,0.838
705,Kali Kedua,Raisa,indo pop,southeast asia,chill,0.517,137.9,0.313,0.518,0.82
706,Coke Bottle,AGNEZ MO,indo pop,southeast asia,relaxed,0.586,150.1,0.829,0.869,0.124
707,Leaves,Ben&Ben,opm,southeast asia,moody,0.16,118.3,0.205,0.447,0.913
708,Kumpas (from “2 Good 2 Be True”),Moira Dela Torre,opm,southeast asia,moody,0.279,124.1,0.369,0.552,0.876
709,You Changed My Life in a Moment,Sarah Geronimo,opm,southeast asia,intense,0.65,160.9,0.341,0.333,0.759
710,Softly Spoken,Phum Viphurit,indie pop,southeast asia,chill,0.544,101.0,0.45,0.74,0.375
711,Rolling in the Deep,Adele,pop,europe,intense,0.769,104.9,0.507,0.73,0.138
712,I'm a Mess,Ed Sheeran,pop,europe,moody,0.377,138.8,0.336,0.697,0.556
713,Up in Flames,Coldplay,rock,europe,moody,0.244,76.0,0.337,0.641,0.235
714,Falling Forever - Extended,Dua Lipa,pop,europe,intense,0.807,130.0,0.374,0.672,0.014
715,L’enfer,Stromae,french pop,europe,relaxed,0.547,177.6,0.606,0.4,0.33
716,Comportement,Aya Nakamura,french pop,europe,happy,0.628,118.5,0.875,0.6,0.555
717,Monsieur Saint-Pierre (From 'Christmas Songs'1943),Édith Piaf,chanson,europe,moody,0.128,74.7,0.318,0.444,0.821
718,Da Funk,Daft Punk,electronic,europe,happy,0.7,111.2,0.892,0.806,0.002
719,Permanence,David Guetta,electronic,europe,intense,0.799,165.5,0.032,0.32,0.056
720,Prembun Gawe Gumun,Rosalia,flamenco pop,europe,happy,0.671,140.0,0.767,0.87,0.483
721,Mann gegen Mann,Rammstein,metal,europe,intense,0.878,166.1,0.579,0.448,0.001
722,Computer World - 2009 Remaster,Kraftwerk,electronic,europe,relaxed,0.342,129.5,0.829,0.931,0.81
723,Chiquitita - Spanish Version,ABBA,pop,europe,chill,0.502,84.3,0.398,0.549,0.514
724,the 1,Taylor Swift,pop,north america,moody,0.357,139.9,0.172,0.777,0.757
725,Given Up On Me,The Weeknd,synthpop,north america,moody,0.386,116.9,0.061,0.416,0.081
726,Wake up In the Sky,Bruno Mars,funk,north america,chill,0.579,143.0,0.363,0.799,0.004
727,THE DINER,Billie Eilish,pop,north america,relaxed,0.386,125.0,0.661,0.857,0.243
728,All I Want - Love That Lasts Mix,Olivia Rodrigo,pop rock,north america,moody,0.448,76.7,0.166,0.362,0.488
729,N95,Kendrick Lamar,hip hop,north america,intense,0.67,140.0,0.408,0.79,0.377
730,Fountains (with Tems),Drake,hip hop,north america,relaxed,0.485,100.1,0.689,0.843,0.181
731,Chill Baby,SZA,r&b,north america,moody,0.441,173.4,0.174,0.376,0.497
732,Pink Matter,Frank Ocean,r&b,north america,chill,0.233,176.6,0.494,0.392,0.951
733,A Warm Little Home On A Hill,Stevie Wonder,soul,north america,chill,0.31,91.0,0.44,0.426,0.795
734,Freeway Of Love,Aretha Franklin,soul,north america,happy,0.936,126.2,0.838,0.704,0.293
735,Shantytown,Johnny Cash,country,north america,relaxed,0.386,153.0,0.669,0.569,0.261
736,Sail Away,Dolly Parton,country,north america,moody,0.287,73.1,0.22,0.284,0.595
737,The Man I Love - Take 2 / Remastered 2024,Miles Davis,jazz,north america,chill,0.324,100.7,0.401,0.475,0.873
738,Village Blues - Take 2,John Coltrane,jazz,north america,chill,0.53,95.4,0.322,0.541,0.844
739,Very Ape,Nirvana,rock,north america,happy,0.886,152.1,0.965,0.262,0.0
740,Chasing Light,Metallica,metal,north america,happy,0.982,182.8,0.652,0.243,0.0
741,Feels Like We Only Go Backwards,Tame Impala,psych rock,oceania,intense,0.9,149.5,0.491,0.303,0.028
742,Cheap Thrills,Sia,pop,oceania,happy,0.655,179.9,0.767,0.542,0.04
743,Shot In The Dark,AC/DC,rock,oceania,happy,0.787,114.1,0.822,0.599,0.0
744,Where Does the DJ Go?,Kylie Minogue,pop,oceania,happy,0.82,133.0,0.736,0.771,0.023
745,Friends,Flume,electronic,oceania,intense,0.671,138.9,0.324,0.618,0.283
746,Yellow Flicker Beat,Lorde,art pop,oceania,intense,0.61,95.0,0.06,0.585,0.103
747,Knocking At Your Door,SIX60,pop,oceania,happy,0.68,104.0,0.915,0.888,0.226
748,Tennessee Whiskey,Stan Walker,r&b,oceania,moody,0.296,133.6,0.165,0.407,0.862
749,Nitafanyaje,Diamond Platnumz,bongo,east africa,happy,0.864,79.9,0.96,0.494,0.345
750,Tena,Harmonize,bongo,east africa,intense,0.781,96.0,0.563,0.782,0.414
751,Mi Amor (feat. Gerilson Insrael & Matias Damasio),Rayvanny,bongo,east africa,chill,0.459,170.1,0.596,0.675,0.484
752,Naksh Naksh Mrembo,Alikiba,bongo,east africa,happy,0.773,188.0,0.804,0.703,0.211
753,Zawadi (feat. Dadiposlim),Zuchu,bongo,east africa,happy,0.832,180.0,0.774,0.63,0.324
754,Sele (feat. Chley),Mbosso,bongo,east africa,happy,0.656,112.0,0.658,0.853,0.353
755,Wahala,Nandy,bongo,east africa,happy,0.896,113.0,0.684,0.776,0.513
756,Hakuna Matata,Marioo,bongo,east africa,happy,0.689,113.0,0.852,0.925,0.145
757,Sio Mbaya,Jux,bongo,east africa,happy,0.702,175.9,0.775,0.626,0.338
758,Rhumba Japani,Sauti Sol,afropop,east africa,happy,0.631,128.0,0.751,0.795,0.145
759,Bebi Bebi,Nyashinski,afropop,east africa,relaxed,0.443,145.9,0.771,0.725,0.027
760,One Call (feat. Ruby),Otile Brown,afropop,east africa,chill,0.561,62.1,0.375,0.41,0.21
761,Ma Cherie,Bien,afropop,east africa,happy,0.789,102.0,0.792,0.839,0.032
762,Macho Tu,Nviiri The Storyteller,afropop,east africa,chill,0.59,175.9,0.577,0.726,0.631
763,Mbona?,Khaligraph Jones,hip hop,east africa,happy,0.746,103.0,0.844,0.865,0.24
764,Toto,Willy Paul,afropop,east africa,happy,0.776,98.0,0.755,0.798,0.021
765,Signal,Eddy Kenzo,afropop,east africa,happy,0.672,98.0,0.829,0.758,0.778
766,Beera Nange,Sheebah Karungi,afropop,east africa,happy,0.727,92.1,0.893,0.757,0.555
767,I Can See,Bebe Cool,afropop,east africa,happy,0.645,82.5,0.927,0.813,0.251
768,Abebayewosh,Teddy Afro,ethio pop,east africa,intense,0.603,114.6,0.271,0.435,0.493
769,Checheho,Aster Aweke,ethio pop,east africa,happy,0.884,147.0,0.916,0.7,0.031
770,I Faram Gami I Faram,Mulatu Astatke,ethio jazz,east africa,relaxed,0.502,104.2,0.908,0.742,0.935
771,No Panic - Spotify Sessions,Burna Boy,afrobeats,west africa,intense,0.875,93.3,0.529,0.558,0.115
772,In My Bed,Wizkid,afrobeats,west africa,happy,0.776,125.0,0.666,0.851,0.004
773,Gobe,Davido,afrobeats,west africa,happy,0.961,124.0,0.795,0.642,0.163
774,BENIN BOYS,Rema,afrobeats,west africa,happy,0.898,114.9,0.67,0.8,0.539
775,WHY LOVE,Asake,afrobeats,west africa,chill,0.489,112.0,0.556,0.791,0.024
776,Bloody Samaritan,Ayra Starr,afrobeats,west africa,intense,0.719,105.0,0.242,0.796,0.036
777,Me & U,Tems,afrobeats,west africa,chill,0.571,112.0,0.248,0.795,0.121
778,iseoluwa,Fireboy DML,afrobeats,west africa,happy,0.792,113.0,0.692,0.795,0.337
779,WATER SPIRIT,Omah Lay,afrobeats,west africa,intense,0.753,156.8,0.349,0.482,0.004
780,Will I Run Again?,Tiwa Savage,afrobeats,west africa,relaxed,0.517,180.0,0.868,0.602,0.481
781,HALLELUJAH (feat. Blaqbonez),CKay,afrobeats,west africa,chill,0.528,112.0,0.52,0.772,0.031
782,Show Me,Joeboy,afrobeats,west africa,intense,0.65,110.0,0.554,0.82,0.431
783,Koffi Anan - Freestyle,Yemi Alade,afropop,west africa,happy,0.872,113.0,0.827,0.937,0.267
784,Bankulize,Mr Eazi,afrobeats,west africa,relaxed,0.599,100.8,0.679,0.616,0.156
785,Most High,Flavour,highlife,west africa,relaxed,0.579,97.3,0.659,0.703,0.34
786,Ifunanya - Deluxe,P-Square,afropop,west africa,happy,0.769,110.0,0.947,0.828,0.699
787,Coffin for Head of State,Fela Kuti,afrobeat,west africa,happy,0.705,88.8,0.873,0.724,0.485
788,Messiah (feat. Kweku Flick),Sarkodie,hip hop,west africa,happy,0.836,98.0,0.826,0.616,0.642
789,Minamino Sin,Shatta Wale,dancehall,west africa,happy,0.814,97.7,0.734,0.63,0.57
790,YOUR BODY,Stonebwoy,dancehall,west africa,happy,0.716,190.1,0.73,0.626,0.213
791,Dreamer,Black Sherif,afrobeats,west africa,moody,0.399,72.8,0.324,0.553,0.881
792,Big Steppa,Amaarae,alte,west africa,relaxed,0.501,103.9,0.812,0.777,0.548
793,Bamako,Youssou N'Dour,mbalax,west africa,happy,0.653,90.0,0.747,0.681,0.643
794,Tu vas me manquer,Salif Keita,mande,west africa,relaxed,0.188,102.0,0.885,0.736,0.906
795,Malaika,Angelique Kidjo,afropop,west africa,chill,0.223,170.1,0.456,0.496,0.744
796,Kel Tinawen,Tinariwen,desert blues,west africa,happy,0.809,188.2,0.674,0.559,0.469
797,Mal accompagné,Fally Ipupa,rumba,central africa,intense,0.62,136.1,0.545,0.639,0.625
798,Ikea,Koffi Olomide,rumba,central africa,happy,0.73,73.5,0.845,0.484,0.125
799,Oldies Are Goodies,Papa Wemba,rumba,central africa,happy,0.874,122.0,0.926,0.782,0.136
800,Kiss,Innoss'B,rumba,central africa,happy,0.701,102.0,0.782,0.874,0.459
801,A Beautiful Diversion,FRANCO,rumba,central africa,intense,0.865,137.6,0.549,0.449,0.0
802,Jesu Wa Makatsa (feat. Zanda Zakuza and Florah Ritshuri),Master KG,amapiano,southern africa,intense,0.661,122.0,0.422,0.846,0.454
803,Bawo (feat. Nobuhle & Yallunder),Kabza De Small,amapiano,southern africa,intense,0.659,113.0,0.517,0.756,0.016
804,Pantsula Love (feat. Sino Msolo & Mashudu),DJ Maphorisa,amapiano,southern africa,intense,0.79,111.0,0.593,0.643,0.073
805,GUPTA (feat. Lady Du and Mellow and Sleazy),Focalistic,amapiano,southern africa,moody,0.493,112.0,0.325,0.804,0.041
806,Water,Tyla,amapiano,southern africa,intense,0.873,123.9,0.292,0.525,0.106
807,Wakanda Forever (feat. Ycee),Sho Madjozi,gqom,southern africa,happy,0.847,126.0,0.777,0.852,0.005
808,Casanova,Nasty C,hip hop,southern africa,intense,0.7,131.1,0.494,0.821,0.163
809,Lo Mhlaba,Black Coffee,house,southern africa,happy,0.759,123.3,0.794,0.803,0.001
810,Homeless,Ladysmith Black Mambazo,isicathamiya,southern africa,moody,0.235,92.6,0.377,0.413,0.97
